序号,题目,作者,来源,发表时间,发表类别,被引,下载
834,长安街西延线变专精特新产业带,赵语涵,北京日报,2023-11-03,报纸,,16
835,行业公司,,股市动态分析,2016-08-13,期刊,,9
836,基于知识图谱的医药领域语义分析研究,周胜,广西民族大学,2023-06-01,硕士,,254
837,智能医药配送机器人自主抓放技术研究与实现,张路平,陕西科技大学,2023-03-01,硕士,,361
838,国际比较视野下机器人在医疗卫生领域的应用政策研究,毛子骏;刘子灵;周光勇,科技管理研究,2021-05-20,期刊,8,1426
839,数字健康产业：以技术之“智”赋能医疗之“治”,毛振华;梁姊;王宁,经济参考报,2023-06-14,报纸,,206
840,“产业公地”，国资与民企协同创新,宰飞;俱鹤飞,解放日报,2023-08-09,报纸,,31
841,医疗卫生领域人工智能的研究热点及发展趋势研究,张富程;高凯;姜茂敏,中国医疗管理科学,2020-07-15,期刊,9,1297
842,“硅基”魔法：AI助新药摆脱“反摩尔定律”,张懿,文汇报,2023-07-10,报纸,,47
843,开放融合创新 寻找医药新赛道,陈晓;唐子湉;唐亚冰;胡真禛;苏欣玥,南方日报,2022-09-23,报纸,,153
844,中关村医疗器械园为医疗发展添动力,夏骅;孙奇茹,北京日报,2023-03-21,报纸,,42
845,五华科技产业园 产城融合发展 绘就美丽新画卷,郭曼,昆明日报,2022-10-14,报纸,,51
846,顺应新需求 拥抱新职业,王向前,河南日报,2022-04-28,报纸,,111
847,张江：以开放聚创新，生物医药产业强势突围,唐玮婕,文汇报,2022-11-16,报纸,,67
848,AI赋能，前沿学科孕育更多创新种子,储舒婷,文汇报,2022-11-16,报纸,,61
849,机构忙着追“芯”觅“药” 480家公司上周获调研,张雪;何昕怡,上海证券报,2023-05-04,报纸,,13
850,500强企业助力强产兴城,颜雅婷;陈凌鹭;许雅玲;孙铭军;颜伟宏,泉州晚报,2023-02-11,报纸,,10
851,头部企业纷纷入局 AI制药加速落地,张一迪,中国电子报,2021-11-26,报纸,,230
852,积流成渊 龙腾张江,叶国标;祁豆豆,上海证券报,2022-02-24,报纸,,51
853,建成具有全球影响力的高科技园区,刘禹,上海科技报,2021-08-13,报纸,,140
854,长三角四大产业链同向发力,夏丹,浙江日报,2022-08-13,报纸,,78
855,张江科学会堂开启“科创新主场”,黄海华,解放日报,2022-09-06,报纸,,23
856,以世界级平台聚力构筑世界级产业集群,张懿,文汇报,2022-11-15,报纸,,32
857,九大领域一百八十六项全球工程前沿发布,金振娅,光明日报,2021-12-15,报纸,,90
858,沈阳市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要,,沈阳日报,2021-04-26,报纸,,46
859,10年来持续发力，浦东硬核产业形成全国影响力,张懿,文汇报,2022-09-15,报纸,,20
860,博鳌亚洲论坛创新报告2020 概要,,博鳌亚洲论坛创新报告2020,2020-12-01,中国会议,,70
861,让更多的新药好药造福人类,龚雯,新华每日电讯,2021-10-18,报纸,,42
862,张江ETF“一键”配置上海科创优质资产,李岚君,中国证券报,2022-03-03,报纸,,18
863,栖霞高新区 厚植创新沃土 打造高质量发展强引擎,,南京日报,2021-10-27,报纸,,24
864,孙咸泽委员：产学研联手迈向医药原始创新,张佳星,科技日报,2022-03-07,报纸,,26
865,人才与产业战略关乎城市核心竞争力,,第一财经日报,2021-02-01,报纸,,46
866,感知与平台并重 AI促智慧医疗落地,诸玲珍,中国电子报,2018-05-04,报纸,,144
869,新工业 新智能 新蓝图,,吉林日报,2018-08-31,报纸,,71
870,凝聚共识推进高质量发展 助力五个现代化天津建设,,天津日报,2018-01-26,报纸,,71
872,消费升级为主线 动能转换将成亮点,,经济日报,2018-01-04,报纸,,47
874,信息化科技带来各行业定制化浪潮,章蔚玮,IT时报,2017-12-08,报纸,,30
878,人工智能在医疗领域的应用与思考,王笛;赵靖;金明超;刘婧;熊伟,中国医院管理,2021-06-05,期刊,14,3492
880,我国医药制造业企业社会责任报告文本分析——以上市公司为例,许洪皓;魏岚;李媛;陈晓丽;刘娜,中国药房,2021-02-26,期刊,9,1929
881,智能语音在汽车中的应用,练艺;曾晓辉,无线互联科技,2018-12-10,期刊,8,569
882,培养医信融合实用型人才,范国权,经济,2022-06-01,期刊,,68
883,医药生产数据统计系统,鞠超;刘琼洋;齐勇,河南佰研生物科技有限公司;,2022-04-24,科技成果,,
885,国产大模型“诸神之战”出路何方,李雅娟;卢世龙,中国青年报,2023-06-12,报纸,,84
886,机器人投料，不怕有毒有害高风险,杨晓青,中国应急管理报,2021-10-29,报纸,,57
887,快速轨道医流机器人及其智能集群控制技术的研发,于笔钧;臧铁钢;程群;居士明;何继鹏,江苏菲达宝开电气股份有限公司;南京航空航天大学,2016-12-01,科技成果,,15
888,编读互动,,财富时代,2019-05-25,期刊,,7
889,人工智能在慢性伤口评估和治疗中的应用,王延峰;杨巧红;刘安康,护士进修杂志,2022-08-10,期刊,4,906
890,基于双射软集合的医药物流企业绩效评价体系研究,常峰;杨莎莎;路云,管理现代化,2016-04-12 13:08,期刊,10,467
892,医药智能制造生产线关键技术研究进展,易俊飞;张辉;赵晨阳;车爱博;王耀南,中南大学学报(自然科学版),2021-02-26,期刊,9,1182
893,纵深推进深港联通,杨阳腾,经济日报,2023-09-04,报纸,,11
894,“中国药谷”：超千亿生物医药基地炼成记,程铭劼,北京商报,2023-07-21,报纸,,35
895,体验进博会的“未来感”,,中国水运报,2022-11-09,报纸,,19
897,推动资本布局与成果转化 引领双创新跨越,高方,中国经贸导刊,2018-07-10,期刊,,20
898,多年攻关自主创新，一批“国之重器”亮相,俞陶然,解放日报,2023-12-04,报纸,,134
899,一批国产医药创新成果组团亮相服贸会,马嘉,中国商报,2023-09-06,报纸,,14
900,为科技创新注入人才活力,赵永新,人民日报,2023-05-15,报纸,,51
901,超算天津中心交出亮眼“成绩单”,尹冰晶,滨城时报,2022-01-20,报纸,,152
902,医疗卫生中的伦理与法律问题争鸣——“海南省第四届(2019)社会科学学术年会分会暨首届南海中青年学者论坛”综述,苏玉菊;徐海波,医学与哲学,2019-12-05,期刊,1,255
903,发展“互联网+医疗健康”亟需加强人才保障,潘多拉,中国卫生人才,2019-05-05,期刊,3,464
904,2020年围绕科技创新中心建设，北京要干这些事儿！,明星,中关村,2020-02-01,期刊,,190
905,同比增长15.1%!稳中加固 稳中提质,宋雪梅,珠海特区报,2021-11-01,报纸,,17
906,健康产业奋力开新局,吴佳佳,经济日报,2021-09-07,报纸,,26
909,苏州吴中：让更多“千里马”竞相奔腾,苏雁;姬尊雨,光明日报,2023-10-11,报纸,,16
910,长三角扎实推进一体化高质量发展,刘士安;巨云鹏,人民日报,2022-08-24,报纸,3,142
911,上海张江科学城：完善创新链 提升产业链,刘士安;黄晓慧,人民日报海外版,2022-06-23,报纸,,225
912,打好“四位一体”组合拳 助技术落地创更大价值,明慧,中国改革报,2023-06-04,报纸,,13
913,创新动力强劲 产业高地崛起,谢卫群;刘志强;方敏,人民日报,2023-01-12,报纸,,39
914,以才引才以赛引才，实现“海聚英才”,周程祎;张骏,解放日报,2022-09-01,报纸,,79
915,擦亮绿色招牌 护航生态发展,杜雪琴;蔡文正,甘肃日报,2022-07-10,报纸,,17
916,深度解读中国企业大转型决胜力量,,经济参考报,2019-10-21,报纸,1,242
917,科创“金种子”长成产业“参天树”,李代姣;王守一,河北经济日报,2022-01-15,报纸,,16
918,中央与地方的政治博奕——抗战时期四川医疗卫生系统的控制权之争,刘雪怡,重庆师范大学学报(哲学社会科学版),2015-04-25,期刊,3,250
919,苏州工业园区:以国际标准构建创新高地,,服务外包,2018-11-05,期刊,2,10
922,浙江：传统医药搭上数字快车,刘志勇;郑纯胜,健康报,2023-10-25,报纸,,60
923,上海在新起点上推动高质量发展,刘士安;欧阳洁;方敏;巨云鹏,人民日报,2023-05-12,报纸,,93
924,江苏自贸区苏州片区发展现状及建议,张越喆;刘子凡;李丽,河北企业,2022-07-07,期刊,,462
925,在推进创新驱动发展中闯出新路子,王璐丹,河北日报,2023-07-27,报纸,,30
926,聚力发力 “大零号湾”进一步“做大”,王阳,上海科技报,2023-03-01,报纸,,45
927,协同创新，方成“开路先锋”,朱珉迕,解放日报,2023-06-06,报纸,,27
928,新一轮招商大战开启,吴明华,决策,2021-11-20,期刊,1,60
929,增强基层医疗卫生服务能力 助力健康绵阳建设,,健康中国观察,2021-03-10,期刊,,151
930,破浪前行风帆劲,郭倩;王璐,经济参考报,2022-03-30,报纸,1,29
931,一场“不虚此行”的相遇,孙亚慧,人民日报海外版,2022-07-20,报纸,,9
932,从“四个破万亿”看上海的“实”力和“新”意,周琳;龚雯,经济参考报,2022-03-15,报纸,,48
933,技术攻关，有多少靠“揭榜”,冯彬,廉政瞭望,2020-03-15,期刊,1,71
934,窥探“数据说话”的时代,彭添意,中学生百科,2019-01-07,特色期刊,,11
935,新编医学计算机信息应用,王呼生;王晓东;崔彦青,中国铁道出版社,202208,图书,,
938,基于贝叶斯方法的不确定性信息处理研究进展综述,胥新政;强毅;傅华栋,机电产品开发与创新,2018-11-28,期刊,10,759
939,基于深度模型的生物医药实体互作用挖掘关键技术研究,王伟,国防科技大学,2021-03-01,博士,,137
940,激发创新主体活力 增强创新策源功能,张楠,上海人大月刊,2019-11-20,期刊,1,157
941,详解菁英计划,,神州学人,2020-12-04,特色期刊,,13
942,科技民生系列丛书——一杯茶中的科学 第七章 科技兴茶的美好未来,,科技民生系列丛书——一杯茶中的科学,2020-04-01,中国会议,,20
943,"厦门:拥抱新经济,壮大新引擎",廖丽萍,海峡通讯,2020-03-05,特色期刊,,24
944,创业大军日益庞大创新正在成为一种生活方式,顾彦,中国战略新兴产业,2017-12-01,期刊,1,36
945,移动互联网时代的健康医疗模式转型与创新,丽睿客,人民邮电出版社,201709,图书,5,
946,医学信息工程概论,龚庆悦;董海艳;冒宇清,南京大学出版社,201908,图书,3,
947,面向未来的医疗,张文红;傅瑞;陈斯蕾,南京大学出版社,202010,图书,,
948,移动医疗如何招募药企,刘谦,医药经济报,2015-03-02,报纸,,18
950,增进民生福祉 绘就幸福底色,叶陈芬;张颖珍;张文奎,闽东日报,2023-05-18,报纸,,34
951,医疗卫生是信息技术发挥重要作用的领域——访中国工程院院士邬贺铨院士,潘锋,中国医药导报,2019-01-25,期刊,3,141
952,医药院校学生计算思维能力培养,阎洁;李祥生;严刚;黄煜;韩竞,医学信息学杂志,2017-05-25,期刊,2,154
