序号,题目,作者,来源,发表时间,发表类别,被引,下载
704,重塑体验:扩展现实(XR)技术及其教育应用展望——兼论“教育与新技术融合”的走向,褚乐阳;陈卫东;谭悦;郑思思,远程教育杂志,2019-01-20,,84,3924
705,中国央地政府人工智能政策比较研究——一个三维分析框架,李明;曹海军,情报杂志,2020-03-20 14:13,,39,2448
706,面向边缘人工智能计算的区块链技术综述,方俊杰;雷凯,应用科学学报,2020-01-30,,43,4733
707,人工智能算法安全犯罪观及其规范刑法学展开,魏东,政法论丛,2020-06-04,,26,1637
708,人工智能的法律挑战:应该从哪里开始?,陈景辉,比较法研究,2018-09-25,,202,7351
709,以习近平新时代中国特色社会主义思想为指引，创新探索出版深度融合发展之路,杜贤,中国出版,2022-02-01,,7,646
710,人工智能立法规范对象与规范策略,龙卫球,政法论丛,2020-06-04,,25,1664
711,基于中医证据的中医临床疗效评价方法探讨,符宇;邵明义;赵瑞霞;吴明慧;远佳瑶,中医杂志,2020-06-17 15:13,,35,2166
712,我国医药卫生相关科技创新基地建设简析,田君;曹原;张楠楠;樊建军,实验技术与管理,2022-10-28 16:44,,2,216
713,基于文献计量的中外人工智能政策研究现状及启示,郑烨;任牡丹;Jane E.Fountain,情报杂志,2020-11-25 11:41,,17,1504
714,人工智能对就业的多重效应及影响,谢璐;韩文龙;陈翥,当代经济研究,2019-09-15,,93,5007
715,高校人工智能本科专业需要怎样的课程体系——基于卡内基梅隆大学和南洋理工大学的比较分析,陶泓杉;郄海霞,重庆高教研究,2020-10-21 09:54,,18,1147
716,基于5G网络的黑龙江省智慧医疗平台建设案例分析,唐魁玉;梁宏姣,中国医院管理,2021-06-05,,15,828
717,“智能+”创新型人才培养模式的研究,李川;刘洲洲;苏世雄;张伟健,实验室研究与探索,2021-08-25,,10,896
718,新时代健康中国战略论纲,申曙光;马颖颖,改革,2018-04-15,,149,5551
719,智能化医养融合服务平台关键技术及应用研究,初佃辉;吴军;刘志中;涂志莹;胡鑫,智能系统学报,2021-07-14 14:49,,7,1454
720,数字赋能研究综述,陈海贝;卓翔芝,图书馆论坛,2018-12-14 14:19,,121,9228
721,中国智能经济的全球创新网络及其演化机制,刘刚;靳中辉,河北经贸大学学报,2022-01-06 15:46,,3,1069
722,论健全国家公共卫生应急管理体系——以社会治理智能化提升为视角,杜专家;王爱丽,学习与探索,2020-09-17 09:12,,22,3704
723,智能医学工程：新医科的探索与实践,何峰;万亮;明东,中国高等教育,2021-02-18,,24,2265
724,新兴领域知识、技术、产业军民融合发展机理研究,史良;曾立;孟斌斌;杨筱;杨越,公共管理学报,2019-12-23 13:58,,25,3335
725,HCPS视角下智能制造的发展与研究,王柏村;易兵;刘振宇;周源;周艳红,计算机集成制造系统,2020-10-09 15:06,,17,1264
726,创新瓣膜器械与人工智能术前规划——2023成都微创心血管外科大会暨第七届西部瓣膜论坛亮点,刘路路;郭应强,中国胸心血管外科临床杂志,2023-09-10,,,56
727,中国人工智能产业区域发展差异性研究,郑言,技术经济与管理研究,2021-07-26,,12,856
728,人工智能技术在医药研发中的应用,刘伯炎;王群;徐俐颖;褚淑贞,中国新药杂志,2020-09-15,,19,2945
729,人工智能的双重效应与中国智能经济发展,马相东,中共中央党校(国家行政学院)学报,2020-04-01,,26,1895
730,智能商业中的非线性价值共创机理,杨学成;刘雯雯,科技管理研究,2022-07-20,,1,473
731,重视人工智能在眼科领域的应用,李朝辉;吴畏,解放军医学院学报,2022-08-18 11:21,,2,1057
732,基于区块链和AI技术的健康数据管理与技术应用,李健思;杨冰冰;范俐娟;邢立莹;孙雪峰,中国公共卫生,2021-08-15,,14,367
733,构建全生命周期的新时代中国特色健康服务模式,张伟,中国循证医学杂志,2019-12-25,,36,1745
734,互联网医院运行现状与发展思路,周莉;吴琴琴;廖邦华;王雪彦;苏娜,中国医院管理,2019-11-05,,105,3114
735,新工科背景下人工智能专业人才培养的认识与思考,黄河燕,中国大学教学,2019-02-15,,93,2687
736,"智慧教育时代我国人工智能教育应用的发展路径探究——美国《规划未来,迎接人工智能时代》报告解读及启示",马玉慧;柏茂林;周政,电化教育研究,2017-03-01,,185,16188
737,人工智能在乡村产业振兴中的应用及展望——以渭南市为例,高莉;李倩,建筑经济,2022-07-25,,2,870
738,基于智能技术的现代医学学科体系建设方法论——评《智能医学概论》,张丽莉;李楷楠,中国科技论文,2023-09-15,,,109
739,深度强化学习进展:从AlphaGo到AlphaGo Zero,唐振韬;邵坤;赵冬斌;朱圆恒,控制理论与应用,2017-12-15,,277,5734
740,人工智能在口腔医学领域的应用进展,汪潇潇;程兴群,实用口腔医学杂志,2021-09-30,,5,2080
741,区块链技术研究与应用,訾玲玲;丛鑫,仪器仪表学报,2020-11-16 14:00,,11,1407
742,人工智能赋能下的社区居家养老服务模式构建研究,杨柯;汪志涛,云南行政学院学报,2020-05-15,,27,1900
743,反思与证立:强人工智能法律主体性审视,徐昭曦,中共中央党校(国家行政学院)学报,2019-06-01,,44,1849
744,人工智能技术全球专利布局与竞争态势,高楠;傅俊英;赵蕴华,科技管理研究,2020-04-20,,25,1032
745,人工智能重塑图书馆,茆意宏,大学图书馆学报,2018-03-21,,88,3175
746,人机交互与人工智能:从交替浮沉到协同共进,范向民;范俊君;田丰;戴国忠,中国科学:信息科学,2019-03-20 15:24,,69,3269
747,基于AI语音的传染性疾病临床护理数据采集系统的构建及应用,侯绪娜;隋伟玉;韩凤萍;朱洁宏;赵海芹,护理学报,2022-10-10,,,435
748,采用多阅片者多病例设计评估AI辅助医疗产品临床试验的样本量估算和应用,尚美霞;阎小妍;李雪迎;朱赛楠;姚晨,中国卫生统计,2022-02-25,,3,625
749,公共决策的AI应用模式及其风险：多案例分析,吴进进,中国行政管理,2021-03-01,,10,1784
750,数字技术在心脏康复患者中的应用进展,刘裕文;李庆印,中华护理杂志,2020-11-15,,14,1824
751,中国智能经济发展条件、现状和对策研究,林莉;纪玉山,工业技术经济,2022-07-01,,,612
752,人工智能在无创心血管影像中的应用,杨靖;张英梅,生命科学,2022-08-15,,1,271
753,现实挑战与未来展望:关于人工智能的刑法学思考,赵秉志;詹奇玮,暨南学报(哲学社会科学版),2019-01-15,,69,2021
754,人工智能与实体经济融合的理论阐释,何玉长;方坤,学术月刊,2018-05-20,,120,3396
755,人工智能时代的自由意志,韩水法,社会科学战线,2019-11-01,,34,1664
756,体感交互技术在医疗护理领域中的应用现状,张培宇;朱忆宁;周天钧;肖倩,护理研究,2021-03-10,,12,1254
757,新时代习近平人工智能重要论述的四重价值意蕴,赵宝军;孙伟平,教学与研究,2020-06-15,,15,1604
758,“健康中国”行动下的智慧医疗,班晓娟,工程科学学报,2021-09-22,,7,914
759,以人工智能破解政策执行难题的几点思索,莫勇波,理论探索,2021-11-01,,5,433
760,智能时代的教育,李德毅;马楠;秦昆,高等工程教育研究,2018-09-28,,46,2131
761,智能化中医“治未病”健康管理模式探析,夏淑洁;杨朝阳;李灿东,中华中医药杂志,2019-11-01,,36,2326
762,人工智能辅助分析技术在子宫颈细胞癌前病变筛查中的应用价值,胡爱侠;朱琳;贺慧;胡金星;王榭延,临床与实验病理学杂志,2022-01-18 11:09,,7,295
763,面向高危行业的无人平台智能化发展,陈杰;方浩;曾宪琳,中国科学:信息科学,2021-09-16 16:39,,4,602
764,智能时代测绘与位置服务领域的挑战与机遇,刘经南;高柯夫,武汉大学学报(信息科学版),2017-11-05,,86,1854
765,当前科技发展趋势及各国战略应对述评,樊春良,人民论坛·学术前沿,2019-12-30,,18,922
766,智慧医院建设视角下肿瘤专科医院新型冠状病毒肺炎疫情防控实践,顾芳慧;卢新璞;衡反修;仲西瑶;季加孚,中国医院管理,2020-03-13 16:54,,27,1394
767,语言声学智能化的思考与探索,颜永红;程高峰,中国科学:物理学 力学 天文学,2022-03-24 09:27,,2,300
768,新医科背景下医学研究生教育的思考,尚丽丽,医学研究生学报,2018-10-15,,104,3115
769,浅析人工智能技术在电气自动化控制中的应用——评《人工智能技术》,蓝良生,现代雷达,2022-02-25,,16,329
770,信息化技术在手术室管理中的应用进展,孔珊珊;申海艳;伍沛;邓露,护理学杂志,2019-02-25,,47,1765
771,智能群系统的衍化与协同——第252期双清论坛学术综述,陈杰;樊邦奎;邓方;何斌;曾宪琳,中国科学基金,2021-08-25,,4,670
772,中美人工智能产业国家顶层政策比较研究,沙德春;荆晶,科学管理研究,2021-06-20,,6,1160
773,给人工智能一颗“良芯(良心)”——人工智能伦理研究的四个维度,李伦;孙保学,教学与研究,2018-08-15,,74,3689
774,慢性病健康教育知识服务系统模型构建研究,唐晓波;郑杜;谭明亮,情报科学,2018-12-29,,39,992
775,人工智能时代个人数据共享与隐私保护之间的冲突与平衡,王岩;叶明,理论导刊,2019-01-10,,74,3569
776,中美人工智能产业发展比较分析,卫平;范佳琪,科技管理研究,2020-02-10,,19,1051
777,加速生命科学与智能科技融合，助力大健康技术创新与产业升级,董家鸿;高家红;张学工;宋尔卫;贺福初,科技导报,2021-08-28,,4,799
778,人工智能时代的法律因应,朱体正,大连理工大学学报(社会科学版),2018-03-02,,110,3289
779,人工智能与医学影像融合发展:机遇与挑战,朱文珍;胡琼洁,放射学实践,2019-09-20,,32,2097
780,远程医疗在关节置换术后患者康复治疗中的应用现状及前景,唐文浩;毕龙;杨旻;第五维龙;燕明,解放军医学杂志,2020-12-30 11:47,,8,743
781,人工智能助力教与学的创新——访美国教育传播与技术协会主席Eugene G.Kowch教授,郑兰琴;张璇;曾海军,电化教育研究,2018-06-22 17:49,,29,2393
782,面向人工智能的高职毕业生技能需求研究——基于近万条网络招聘信息的调查分析,许艳丽;吕建强,高教探索,2019-07-05,,28,1516
783,面向新型人工智能系统的建模与仿真技术初步研究,李伯虎;柴旭东;张霖;李潭;卿杜政,系统仿真学报,2018-02-08,,90,2859
784,基于人工智能的创新变革,章文光;吴映雄,北京大学学报(哲学社会科学版),2020-07-20,,10,670
785,一种新型智能健康管理模式探讨,陈瑛;刘强;刘豆豆;朱丽芳;李雁,中国医院,2021-06-01,,7,756
786,基于人工智能经直肠超声诊断前列腺癌研究进展,梁银莹;李毅;孔国权;杨川;卢旭,中国医学影像技术,2021-10-20,,5,514
787,分级诊疗体系下医疗资源优化配置探索：基于大数据医疗信息共享机制,王富民,中国卫生经济,2019-08-05,,37,1502
788,机器学习在医疗和公共卫生中应用,张景奇;史文宝;纪秀娟,中国公共卫生,2019-09-16 10:12,,28,1023
789,武汉火神山医院医疗废物管理经验,谭庆;李海峰;吴风富;张宏雁;葛哲,中华医院感染学杂志,2020-04-27 13:58,,13,1729
790,人工智能时代计算机图像识别技术在建筑工程管理中的有效运用,顾海花,建筑科学,2021-11-20,,11,662
791,信息化技术助力超声医学质量控制新发展,姜玉新;李建初;王红燕;陶葸茜;马莉,中华医学超声杂志(电子版),2021-07-01,,7,424
792,浅论医疗数据及其安全防护,周彬;沈黎;吴檠;刘炜;赵雪飞,医学与社会,2020-09-10,,13,518
793,人们对人工智能做道德决策的厌恶感之源及解决之道,丁晓军;喻丰;许丽颖,自然辩证法通讯,2020-12-10,,9,1357
794,涉人工智能犯罪刑法规制的正当性与适当性,刘宪权;房慧颖,华南师范大学学报(社会科学版),2018-11-25,,34,1598
795,人工智能技术在口腔医学领域的应用进展,韩生伟;韩伟,口腔医学研究,2020-07-03,,12,2312
796,人工智能法学的概念误区、理论明鉴及空间重塑,郑妮,理论月刊,2021-06-10,,5,986
797,基于产业链视角的人工智能风险分析及其防范,李新瑜;张永庆,人文杂志,2020-04-17 09:54,,10,1081
798,人工智能电子阴道镜辅助诊断系统对宫颈癌筛查的现实挑战和未来机遇,薛鹏;唐朝;乔友林;江宇,中国肿瘤,2019-06-04 10:46,,23,942
799,以人工智能推进“一带一路”建设的提质升级——基于马克思政治经济学的思考,卫玲,西北大学学报(哲学社会科学版),2019-04-23 16:02,,19,1779
800,我国人工智能产业支持政策体系特征与优化——中央与北上广深的政策文本分析,王兆祥;宋平,科学管理研究,2020-04-20,,12,1025
801,情报学领域人工智能相关研究的文献计量分析及探析,王林旭;严承希,图书情报知识,2020-01-10,,8,1614
802,人工智能技术在老年护理中应用的研究进展,周滢;李峥,中国护理管理,2018-06-15,,36,2779
803,数据驱动的医疗与健康决策支持研究综述,徐曼;沈江;余海燕,工业工程与管理,2017-02-10,,32,2198
804,人工智能时代超声医学新发展,赵佳琦;刁宗平;徐琪;章建全,第二军医大学学报,2019-05-20,,24,1658
805,人工智能在眼表疾病中的应用现况,于薏;周奕文;杨燕宁,国际眼科杂志,2022-05-05,,,559
806,人工智能的责任困境:以自主能动性和道德图灵测试为探讨中心,黄素珍,山东社会科学,2020-04-05,,11,960
807,人工智能在超声心动图中的应用现状及进展,刘梦怡;吴伟春,中华医学超声杂志(电子版),2021-02-01,,8,673
808,高关注论文视角下研究前沿识别多方法融合研究,高楠;周庆山;赵蕴华,情报资料工作,2021-10-29 18:25,,1,604
809,机器直觉,翟鹏;张立华;董志岩;万森;郭雨晨,中国科学:信息科学,2020-10-16 14:52,,4,905
810,大数据视阈下糖尿病患者管理模式探析,闫冠韫;陈洪恩;李舜;王长义;尹梅,中国全科医学,2018-03-06 09:05,,42,997
811,人工智能技术在尘肺病诊断中的应用研究进展,张敏;陈钧强,环境与职业医学,2020-02-25,,19,612
812,全球智慧医疗发展趋势分析及对策研究,葛梅,中国医院管理,2019-04-05,,27,1666
813,DRG支付体系构建的国际经验及启示,刘芬;孟群,中国卫生经济,2018-08-05,,42,1610
814,走在智慧医院建设前列的常州市第二人民医院,,中国医院管理,2022-08-05,,1,259
815,脑卒中大型医学数据库应用及研究进展,陈亦豪;常健博;魏俊吉;冯铭;王任直,中国现代神经疾病杂志,2021-03-25,,5,595
816,人工智能在皮肤科中的应用,李昂;崔勇,中国皮肤性病学杂志,2021-12-13 16:45,,1,1009
817,基于知识图谱的国内外人工智能应用领域对比研究,徐家越;卢才武;黄玉森,华中师范大学学报(自然科学版),2020-04-15,,9,957
818,人工智能在名老中医传承中的应用,廖娟;王建超;玉叶;文彬;邓鑫,中华中医药杂志,2020-04-01,,11,957
819,人工智能在医学影像教育中的应用现状和前景,张冉冉;蒲利红;张文;祁晓英;杨帆,现代预防医学,2019-12-25,,18,1041
820,AI——人类社会发展的加速器,李德毅,智能系统学报,2017-11-15 17:46,,41,2780
821,加拿大人工智能人才教育何以兴盛——人才生态系统视角的审视与思考,汝绪华,比较教育研究,2020-02-10,,8,1955
822,人工智能在心血管疾病的辅助诊疗中的应用,陆言巧;沈兰;何奔,上海交通大学学报(医学版),2020-02-28,,15,1228
823,超声人工智能用于乳腺结节良恶性诊断的研究,李程;花瞻;林江莉;赵玉珍;臧树良,中国超声医学杂志,2019-09-03,,24,1173
824,信息时代背景下的新兴大众化设计,郝强;付心仪;徐迎庆,装饰,2020-03-15,,12,1685
825,人工智能时代的隐私困境与救济路径,许天颖,西南民族大学学报(人文社科版),2018-05-23,,50,1793
826,人工智能在眼科真实临床场景的应用:机遇和挑战,何明光;刘驰;李治玺,山东大学学报(医学版),2020-10-15 11:09,,6,492
827,我国专科型医疗联合体建设现状分析,张舒雅;吴志勇;朱晓勇,中国医院管理,2018-11-05,,33,781
828,人工智能在眼科领域的应用进展,黑环环;吴惠琴,国际眼科杂志,2020-06-08,,9,1370
829,天津市公立医院门诊患者就医体验调查与分析,熊智;王瑄;辛颖;周迪泽;刘惠军,中国医院管理,2019-12-05,,17,628
830,人工神经网络在康复评定中的应用进展,李金峰;郑子微;张元鸣飞;周谋望,中国康复医学杂志,2020-12-15,,8,460
831,人工智能技术在医学影像中的应用讨论,萧毅;夏晨;张荣国;刘士远,第二军医大学学报,2018-08-20,,26,2019
832,面向精准医疗服务的大数据处理架构探讨,翟运开;高亚丛;赵杰;崔芳芳;马倩倩,中国医院管理,2021-05-05,,3,719
833,面向2035年人工智能赋能就业的影响与促进,杨利利,中国科技论坛,2021-07-05,,3,744
834,人工智能（AI）在胸外科中的应用,姜杰;耿国军;朱晓雷;张潇文,中国胸心血管外科临床杂志,2021-07-08 10:49,,3,620
835,中医药信息工程技术研究及其进展,陈菊;朱兆鑫;赵姝婷;赵亮;程小恩,中华中医药杂志,2020-11-01,,9,656
836,“互联网+”背景下新型全科医疗服务体系构建研究,张招椿;胡海源;张屹立,中国全科医学,2019-09-05,,11,665
837,人工智能影像辅助诊断平台对直肠癌壁外血管侵犯识别多中心临床研究,刘书豪;苏柯帆;张宪祥;刘广伟;张正东,中国实用外科杂志,2019-10-01,,16,529
838,人工智能、税收政策与税收理论,杨志勇,税务研究,2018-06-01,,20,1516
839,人工智能技术在孤独症谱系障碍儿童认知及社会功能康复中的应用进展,闫婷婷;郑蔚,中国康复医学杂志,2019-08-15,,11,1135
840,医患双方对基层医疗卫生信息化建设的满意度研究,郝晓宁;马骋宇;刘志业;周宇晨;刘乾坤,卫生经济研究,2020-07-02 14:02,,9,480
841,“视听觉信息的认知计算”重大研究计划结题综述,吴国政;韩军伟;邓方;李建军;张兆田,中国科学基金,2019-07-15,,11,1035
842,人工智能辅助华法林抗凝自我管理系统可靠性评价的前瞻性队列研究,张永春;李海琳;李业涛;陈信步;龙娟,中国胸心血管外科临床杂志,2021-04-09 17:15,,5,295
843,深度学习:数据经济新动能——兼论对我国实体经济智能化转型升级的启示,齐明皓,经济问题,2018-09-28,,15,1110
844,跨媒体智能的发展现状及教育应用研究,朱珂;王玮;李倩楠,远程教育杂志,2018-09-20,,9,1266
845,人工智能在护理领域应用的现状及挑战,赵蓉;何燕;魏艳玲;李宁;陈东风,中国护理管理,2019-11-15,,11,1296
846,人工智能发展应用过程的安全威胁分析及解决策略研究,裘玥;李思其,信息网络安全,2018-09-10,,17,678
847,人工智能在眼科疾病诊疗的应用现状,赵金凤;吴桢泉;郑磊;陈懿;田汝银,眼科新进展,2019-05-05,,11,1301
848,从“互联网+”到“人工智能+”:不断升级的图书馆发展引擎,苏云,图书与情报,2017-12-25,,15,969
849,人工智能及其在眼科疾病诊疗中的应用,孙铁;张雨晴;邵毅,眼科新进展,2020-08-05,,6,527
850,加快推动人工智能产业高质量发展,李紫娟,红旗文稿,2021-01-25,,7,488
851,基于CT检查采用人工智能预测胰腺导管腺癌淋巴结转移,Y.Bian;Z.L.Zheng;X.Fang;H.Jiang;M.M.Zhu,国际医学放射学杂志,2023-03-15,,,96
852,基于复杂系统工程思想的智慧医疗模式研究,章政;柴洪峰;孙权,科技进步与对策,2018-12-25,,14,849
853,人工智能技术在肺部肿瘤中的研究现状和应用前景,高云姝;周洁;潘军;于观贞;梁军,第二军医大学学报,2018-08-20,,16,1180
854,世界科技格局之新动向,程絮森,人民论坛,2022-01-30,,,368
855,单导联智能心电检测用于心律失常筛查的效果研究,唐春平;韩笑;王俊宏;周宁天,南京医科大学学报(自然科学版),2020-12-15,,6,258
856,基于深度学习的眼底疾病筛查诊断系统的初步研究,陈婷丽;王静;袁非,国际眼科杂志,2020-08-08,,7,466
857,人工智能技术在口腔专科治疗及护理中的应用,毕小琴;赵佛容,华西口腔医学杂志,2018-08-01,,16,1665
858,儿童生长发育相关疾病医疗质量控制体系的建设和探索,黄轲;傅君芬,重庆医科大学学报,2022-04-01 14:41,,,295
859,肺癌影像数据伦理与人工智能,许莹;马小睦;岳强;刘俊香;赵心明,医学与社会,2021-05-10,,1,512
860,人工智能在医学影像中的进展——2017年RSNA参会感受,王霄英,放射学实践,2018-02-20,,22,1208
861,引入人工智能构建肺癌中医处方系统探索,杨蕴;阮春阳;裴朝翰;杨美清;钟薏,世界科学技术-中医药现代化,2019-05-20,,12,572
862,易艺医融合的人工智能创新设计,徐千善;胡洁,南京艺术学院学报(美术与设计),2021-11-15,,,676
863,如何设计具有自主意图的人工智能体——一项基于安斯康“意图”哲学的跨学科探索,徐英瑾,武汉大学学报(哲学社会科学版),2018-10-30,,7,969
864,智能新时代：数字赋能 智赢未来,,传媒,2022-08-25,,,138
865,主要国家人工智能战略研究与启示,肖翔;赵辉;韩涛,高技术通讯,2017-08-15,,28,910
866,当下有为 未来可期:人工智能与脑血管病,巫嘉陵,中国现代神经疾病杂志,2021-01-25,,5,438
867,人工智能安全专栏前言,陈恺;孟国柱;邵俊;吕春利;田东海,计算机科学,2021-07-08,,1,365
868,《中国图象图形学报》医学图像及临床应用专刊简介,沈定刚;刘天明;周涛;夏勇;白相志,中国图象图形学报,2022-03-16,,,287
869,中医人工智能模型的设计要素研究,张柯欣;孙艳秋,中华中医药学刊,2020-03-16 15:17,,6,815
870,智能科技创新对文化领域的影响与治理,陶锋,中国科技论坛,2021-07-05,,,582
871,大型三甲医院建立数据驱动的科研项目服务模式实践与探索,孙雅婧;李春漾;杨晓妍;辜永红;张伟,中国医院,2021-06-28,,2,404
872,人工智能应用于生殖医学的新进展,欧建平;王辉田;李涛,中华男科学杂志,2019-04-20,,6,1107
873,远程医学平台化促进医院功能延伸:“远程-临床”合作模式浅析,范靖;林洪义;周炯;柳昭羽;田梦媛,中国医院,2021-02-23,,6,301
874,用AI战“疫” 人工智能技术赋能公共治理大有可为,梁正,人民论坛,2020-05-25,,5,794
875,人工智能技术在税收征管中的应用,罗格研究院人工智能课题组;鲁钰锋;马涛;王斯文,国际税收,2018-05-09,,14,772
876,智能机器人+人工智能创新创业的思考及建议,王田苗;陶永,科技导报,2018-09-13,,9,975
877,银川市处方审核流转中心的建设与探索,马晓飞;袁方,中国医院管理,2020-02-05,,7,429
878,人工智能未来发展前景,唐珂,人民论坛,2018-01-15,,34,2751
879,3D背景识别深度学习系统在胸腔积液检出中的价值研究,董健;黄浩;赵晴晴;王红荣;尧志鹏,临床放射学杂志,2020-11-16,,5,157
880,人工智能创作物的著作权保护研究,李芳芳,出版广角,2018-05-15,,16,1337
881,借助人工智能推进社会治理现代化,李韵,人民论坛,2019-08-05,,10,1247
882,预后控制外科:从理论到实践,刘荣;刘渠;王斐;王子政;张涛,科学通报,2019-04-01 13:52,,6,285
883,人工智能激光定位系统减少椎体成形定位时间与放射剂量的有效性,王秀廷;李嗣生;孙健;张根源;刘法银,中国组织工程研究,2020-06-09,,5,162
884,人工智能能否驰骋在大教育大健康的广袤原野？,任福继,智能系统学报,2020-04-28 08:35,,2,533
885,人工智能在波音787上的应用与思考,张新苗;余自武;杨雨绮,工业工程与管理,2017-12-10,,7,629
886,自主系统与人工智能对美国陆军多域作战的影响分析,王彤;李志;王轶鹏,飞航导弹,2019-12-13 09:03,,2,845
887,人工智能发展带来的挑战及应对策略,邢晓男;陈晓英,学术探索,2017-08-15,,10,1531
888,卒中患者全流程管理App设计研究,鲁雯;宁馨儿,装饰,2020-06-15,,4,531
889,人工智能背景下的音乐治疗,傅聪,人民音乐,2022-06-01,,,137
890,泌尿外科领域医工结合的发展现状：医工深度结合与泌尿外科,李虹,生物医学工程学杂志,2020-03-24 09:33,,2,615
891,“弱人工智能+”时代来了,祝叶华,科技导报,2016-04-13,,21,746
892,“一带一路”战略下东南亚地区“互联网+中医”实现途径初探,杨丽娜;尚力,时珍国医国药,2020-07-10,,3,450
893,人工智能与医学——发展历程,寿君妮;于观贞;余党会;李冠南,第二军医大学学报,2018-08-20,,16,1222
894,智能经济创新区的兴起和发展——以杭州市为例,刘刚;杜爽,人文杂志,2020-03-30 14:54,,,638
895,人工智能+3D打印，做出一口好“牙”,,机床与液压,2021-10-28,,,604
896,大数据角度探讨阴道网片应用利弊,孙智晶;郭涛,中国实用妇科与产科杂志,2020-10-02,,1,211
897,探索智能经济发展新规律 开拓当代马克思主义政治经济学新境界,纪玉山,社会科学辑刊,2017-05-15,,14,675
898,临床决策支持系统的研究现状及其在口腔修复领域的应用,陈青筱;吕培军,实用口腔医学杂志,2016-09-30,,9,527
899,前言,郑庆华,计算机研究与发展,2021-12-14,,,104
900,基于健康大数据的军队老干部全维保健模式研究,曹清心;朱小蔚;陈飞;万文辉;李莹,医学研究生学报,2020-08-15,,2,170
901,第八届中国健康信息处理大会(CHIP 2022)在线成功举办,,中文信息学报,2022-11-15,,,26
902,下期内容预告,,中国现代神经疾病杂志,2022-12-25,,,21
903,迎接麻醉学的人工智能时代,薛庆生;于布为,上海医学,2018-05-25,,5,620
904,"四十载风雨兼程,开辟学科发展新模式——中国工程院院士韩德民教授",王慧君;王东博,首都医科大学学报,2020-10-21,,1,94
905,“柔性电子”专刊(2020年)序言,黄维;王学文;艾伟;程迎春,材料导报,2020-01-10,,,854
906,人工智能技术提升国际交流效能的实现分析,侯志荣,中国电子科学研究院学报,2019-09-20,,1,138
907,人工智能技术在眩晕病因鉴别诊断中的应用,王宁宇;王彦君,临床耳鼻咽喉头颈外科杂志,2015-03-04 14:51,,6,344
908,书讯,,经济理论与经济管理,2020-09-16,,,64
909,国外档案新闻集萃,,中国档案,2020-09-20,,,135
910,志韧科技,,中国医院管理,2022-01-05,,,18
911,人工智能革命的宽视角俯瞰,毕夫,对外经贸实务,2017-11-10,,1,179
912,人工智能将重塑资管行业,王庆德;万云,中国金融,2019-03-16,,,195
913,高校音乐教师如何应对人工智能时代的到来——评《计算机绘谱与音乐制作》,董梁飞,中国科技论文,2019-12-15,,,192
914,相关链接:院士谈人工智能,左志新,传媒,2018-07-10,,,200
915,CVS公司如何玩转互联网+,宁亚楠,企业管理,2016-04-15,,1,191
916,工业自动化成智能制造时代领域,,机床与液压,2016-11-15,,2,163
917,我们最需要什么,迟相林,中华高血压杂志,2018-09-15,,,31
918,科学共同体要闻,,科技导报,2017-12-13,,,41
919,具有路径规划功能的移动机器人,,科技导报,2014-05-08,,,75
920,人工智能在甲状腺细胞病理学诊断中的研究进展,林宇;罗渝昆;李杰;王宏伟,解放军医学院学报,2023-07-10 10:58,,,278
921,基于知识图谱的医院医疗专家档案信息化管理,张红;周荻然;钱玉锦,中国卫生资源,2023-11-20,,,41
922,穿戴式心电:发展历程、核心技术与未来挑战,刘澄玉;杨美程;邸佳楠;邢彦涛;李钰雯,中国生物医学工程学报,2019-12-20,,49,1852
923,改变世界的智能机器——智能机器人发展思考,王田苗;陈殿生;陶永;李剑,科技导报,2015-11-13,,76,2643
924,机器(人)伦理学的勃兴及其伦理地位的探讨,王绍源,科学技术哲学研究,2015-06-05,,31,1865
925,医疗健康数据的模糊粗糙集规则挖掘方法研究,刘洋;张卓;周清雷,计算机科学,2014-12-15,,13,380
926,基于云计算的预拌混凝土行业在线质量管理,曾强;余佳蓓;许杰淋;吉旭,计算机应用,2014-12-15,,3,238
927,面向误诊提示的疾病-症状语义网构建,黄岚;纪林影;姚刚;翟睿峰;白天,吉林大学学报(工学版),2017-12-12 19:11,,3,259
928,基于人工智能的影像学辅助肝细胞癌精准介入治疗的中国专家共识,Radiology Branch of Medicine Society of Heilongjiang Province;Radiological Diagnostic Committee of Heilongjiang Medical Promotion Association,中国医学影像学杂志,2023-07-25,,,399
929,远程查房国内外研究进展,程青云;张艳;刘珍;田雨同;许冰,护理研究,2021-08-25,,2,858
930,基于移动互联网的医疗质量决策系统的构建与应用,曾正航;叶庆;陈妍妍;陈勇飞;聂丽丽,中国医院管理,2016-01-05,,17,486
931,责任伦理视角下数字时代机器人养老服务治理,陈昫,武汉大学学报(哲学社会科学版),2022-06-28,,14,2387
932,认知障碍一体两翼的前沿可探索性,徐俊,中华老年心脑血管病杂志,2023-08-10,,,131
933,从临床医生角度，看人工智能在癌症精准诊疗中的应用及思考,王琳琳;孙玉萍,山东大学学报(医学版),2021-09-23 10:22,,7,1158
934,5G通信技术远程指导机器人辅助全髋关节置换术两例,孔祥朋;付君;陈继营;柴伟;吴东,中国修复重建外科杂志,2020-08-12 14:27,,10,389
935,邻域粗糙集融合贝叶斯神经网络在医疗决策中的应用研究,王效俐;刘潇;苏强,工业工程与管理,2016-10-10,,26,593
